"","dateCrawled","name","seller","offerType","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","nrOfPictures","postalCode","lastSeen"
"50409","2016-03-15 08:51:58","Seicento_Sporting","privat","Angebot",125,"test","",2000,"",0,"seicento",150000,0,"benzin","fiat","","2016-03-15 00:00:00",0,79110,"2016-04-05 16:15:27"
"128766","2016-04-04 00:36:24","Mercedes_Benz_E220_Cdi_Classic_Automatik_Tempomat_Sitzheiz._klima","privat","Angebot",0,"test","limousine",2000,"automatik",143,"e_klasse",150000,5,"diesel","mercedes_benz","nein","2016-04-04 00:00:00",0,37154,"2016-04-04 07:49:26"
"165784","2016-03-21 12:56:47","Ford_Fiesta_1.3_Style_Bastlerfahrzeug_oder_zum_schlachten","privat","Angebot",650,"control","kleinwagen",1999,"manuell",50,"fiesta",150000,5,"benzin","ford","nein","2016-03-21 00:00:00",0,96250,"2016-04-06 07:45:46"
"105570","2016-03-23 12:46:50","FORD_FOCUS_1_6_Ghia_Limousine_Klima_Servo_4xAirbags_D4_4xeFh","privat","Angebot",1050,"control","limousine",1999,"manuell",105,"focus",125000,7,"benzin","ford","","2016-03-23 00:00:00",0,10967,"2016-03-27 16:46:15"
"61427","2016-03-13 16:53:02","Ford_Fiesta","privat","Angebot",1449,"test","kleinwagen",2001,"manuell",50,"fiesta",60000,9,"benzin","ford","nein","2016-03-13 00:00:00",0,59320,"2016-03-13 16:53:02"
"177485","2016-03-06 16:36:18","Ford_Focus_1.0_EcoBoost_Start_Stopp_System","privat","Angebot",13400,"test","limousine",2015,"manuell",125,"focus",20000,1,"benzin","ford","nein","2016-03-06 00:00:00",0,68309,"2016-03-30 07:17:34"
"159189","2016-03-24 16:51:30","Fiat_1100T_Pritsche","privat","Angebot",3500,"control","andere",1964,"manuell",46,"andere",70000,7,"benzin","fiat","nein","2016-03-24 00:00:00",0,88529,"2016-04-07 09:17:28"
"110556","2016-04-02 09:36:56","Mazda_121_gut_gepflegt","privat","Angebot",600,"control","kleinwagen",1998,"manuell",37,"1_reihe",150000,3,"benzin","mazda","nein","2016-04-02 00:00:00",0,17438,"2016-04-06 08:15:39"
"144058","2016-03-27 17:56:43","Audi_A4_Avant_2.0_TDI_DPF_multitronic","privat","Angebot",17999,"test","kombi",2010,"automatik",143,"a4",125000,5,"diesel","audi","nein","2016-03-27 00:00:00",0,33428,"2016-04-05 14:16:22"
"131222","2016-03-09 17:56:10","NISSAN_MICRA_C+C__Topzustand__Garagenwagen","privat","Angebot",4900,"test","cabrio",2006,"manuell",88,"micra",70000,4,"benzin","nissan","","2016-03-09 00:00:00",0,29386,"2016-04-07 04:45:32"
"99047","2016-03-08 20:40:22","Volkswagen_Golf_2.0_TDI_DPF_DSG_GT","privat","Angebot",8750,"control","limousine",2006,"automatik",170,"golf",150000,12,"diesel","volkswagen","nein","2016-03-08 00:00:00",0,24214,"2016-04-05 18:44:52"
"188823","2016-03-17 13:53:43","Zahle_1000_€_Vermittlungsprovision","privat","Angebot",265,"control","limousine",2015,"manuell",105,"",10000,4,"","opel","nein","2016-03-17 00:00:00",0,35327,"2016-04-06 20:16:13"
"173886","2016-03-21 23:49:20","Ford_Focus_C_MAX_1.6_TDCi_DPF_Durashift_CVT_Fun_","privat","Angebot",2450,"test","bus",2006,"automatik",109,"focus",150000,10,"diesel","ford","ja","2016-03-21 00:00:00",0,24145,"2016-03-23 13:18:18"
"42935","2016-03-26 16:57:36","BMW_320_CI_CABRIO_TOP_ZUSSTAND","privat","Angebot",3400,"control","cabrio",2000,"manuell",170,"3er",150000,10,"benzin","bmw","nein","2016-03-26 00:00:00",0,13403,"2016-03-26 16:57:36"
"33965","2016-04-03 20:36:43","Audi_A4_1.8_t___Xenon__AHK__PDC__SHD__Tempomat_usw.","privat","Angebot",3990,"test","limousine",2001,"manuell",150,"a4",150000,3,"benzin","audi","nein","2016-04-03 00:00:00",0,74564,"2016-04-05 21:16:47"
"184863","2016-04-02 23:46:05","BMW_330dA_DPF_Touring__M_Paket__Xenon__Navi_Pro_uvm","privat","Angebot",12990,"test","kombi",2006,"automatik",231,"3er",150000,3,"diesel","bmw","nein","2016-04-02 00:00:00",0,35083,"2016-04-07 00:46:16"
"97290","2016-03-13 13:37:02","Volkswagen_Touran_1.6_TDI_DPF_Cup","privat","Angebot",18299,"test","bus",2014,"manuell",105,"touran",30000,4,"diesel","volkswagen","nein","2016-03-13 00:00:00",0,85253,"2016-03-15 17:46:03"
"48666","2016-03-26 14:39:02","Smart_fortwo_coupe_softtouch_grandstyle_KLIMA_SHZ","privat","Angebot",3490,"control","kleinwagen",2007,"automatik",61,"fortwo",80000,7,"benzin","smart","nein","2016-03-26 00:00:00",0,21147,"2016-04-06 02:17:05"
"135102","2016-03-25 18:49:24","Schlachte_Golf_3_GTI_Colour_Concept","privat","Angebot",0,"test","",2017,"manuell",116,"golf",150000,3,"benzin","volkswagen","ja","2016-03-25 00:00:00",0,31535,"2016-04-01 03:45:59"
"174892","2016-03-14 18:45:11","PEUGEOT_607_MIT_MOTORSCHADEN","privat","Angebot",1500,"test","coupe",2000,"automatik",135,"andere",150000,0,"diesel","peugeot","nein","2016-03-14 00:00:00",0,47807,"2016-03-16 10:46:20"
"168902","2016-04-01 14:51:48","Volkswagen_Polo_1.2_9N__Klimaanlage_/_TÜVneu_!!","privat","Angebot",2400,"test","kleinwagen",2003,"manuell",64,"polo",150000,3,"benzin","volkswagen","nein","2016-04-01 00:00:00",0,90530,"2016-04-07 12:15:36"
"80664","2016-03-29 20:59:05","Renault_Twingo_/_Bastlerfahrzeug","privat","Angebot",100,"test","kleinwagen",2001,"manuell",75,"twingo",150000,5,"benzin","renault","ja","2016-03-29 00:00:00",0,82256,"2016-03-29 20:59:05"
"187255","2016-04-03 14:49:44","Volkswagen_VW_Polo_gepflegt__kein_TÜV","privat","Angebot",500,"test","kleinwagen",1997,"manuell",50,"polo",125000,11,"benzin","volkswagen","nein","2016-04-03 00:00:00",0,96199,"2016-04-03 14:49:44"
"90986","2016-03-14 09:51:29","BMW_520i","privat","Angebot",5500,"control","limousine",2004,"manuell",0,"5er",150000,6,"benzin","bmw","nein","2016-03-14 00:00:00",0,54411,"2016-03-15 04:45:51"
"63700","2016-03-09 17:52:02","Opel_Zafira_1.9CDTI_Automatik_Edition_DPF/TÜV_NEU/AHK","privat","Angebot",4500,"test","bus",2006,"automatik",150,"zafira",150000,2,"diesel","opel","nein","2016-03-09 00:00:00",0,76596,"2016-04-01 13:46:43"
"164716","2016-03-17 11:47:40","Opel_Corsa_1.2_16V_Navi100_AHK_Tempomat_EURO4","privat","Angebot",3150,"control","kleinwagen",2007,"manuell",80,"corsa",150000,11,"benzin","opel","nein","2016-03-17 00:00:00",0,46049,"2016-03-24 03:44:41"
"80926","2016-03-19 16:53:15","Opel_Astra_J","privat","Angebot",6100,"test","limousine",2011,"manuell",87,"astra",125000,3,"benzin","opel","nein","2016-03-19 00:00:00",0,68799,"2016-03-19 16:53:15"
"165782","2016-03-07 11:58:12","BMW_M5_E34_Limousine_SCHLACHTFAHRZEUG","privat","Angebot",2000,"test","limousine",1989,"manuell",315,"5er",150000,3,"benzin","bmw","nein","2016-03-07 00:00:00",0,40667,"2016-04-05 13:46:24"
"130646","2016-03-20 18:57:16","Seat_Arosa_1.4_16V_Sport","privat","Angebot",3350,"test","kleinwagen",2003,"manuell",101,"arosa",125000,10,"benzin","seat","nein","2016-03-20 00:00:00",0,21244,"2016-04-07 02:45:35"
"115977","2016-03-18 16:36:25","Wartburg_1.3_i_G_Kat","privat","Angebot",1550,"test","limousine",1988,"manuell",55,"",90000,11,"benzin","sonstige_autos","nein","2016-03-18 00:00:00",0,73033,"2016-03-20 05:18:53"
"172401","2016-03-15 21:49:22","Volkswagen__T4_Caravelle_Camper","privat","Angebot",6990,"control","bus",1995,"manuell",84,"transporter",150000,2,"benzin","volkswagen","nein","2016-03-15 00:00:00",0,91522,"2016-04-05 20:18:46"
"41879","2016-03-22 06:02:54","Smart_451_Passion_!","privat","Angebot",4200,"control","kleinwagen",2007,"automatik",71,"fortwo",60000,0,"benzin","smart","","2016-03-22 00:00:00",0,12058,"2016-04-05 18:15:50"
"46421","2016-03-19 22:50:39","Andere_1936_PACKARD_Eight_Sedan_14th_Serie_NOTE_2+_TOP","privat","Angebot",68000,"test","limousine",1936,"manuell",131,"",20000,3,"benzin","sonstige_autos","nein","2016-03-19 00:00:00",0,66877,"2016-04-05 17:45:08"
"112808","2016-03-08 16:49:43","FORD_ESCORT_Cabrio_*TueV_NEU*_!!Muss_DRINGEND_weg!!","privat","Angebot",700,"test","cabrio",1992,"manuell",105,"escort",40000,5,"benzin","ford","nein","2016-03-08 00:00:00",0,35579,"2016-03-12 15:18:29"
"57763","2016-03-14 19:40:17","Volkswagen_Golf_1.6","privat","Angebot",2950,"control","limousine",2001,"manuell",105,"golf",150000,6,"benzin","volkswagen","nein","2016-03-14 00:00:00",0,33615,"2016-03-25 07:16:42"
"58007","2016-03-31 02:36:17","Volkswagen_Sharan_1.9_TDI_Automatik_Comfortline","privat","Angebot",5300,"test","bus",2004,"automatik",116,"sharan",150000,9,"diesel","volkswagen","nein","2016-03-31 00:00:00",0,91058,"2016-04-06 02:16:30"
"95488","2016-03-29 22:46:24","Volkswagen_GOLF_2.0_GTI_VI___XENON___18_ZOLL___UNFALLFREI","privat","Angebot",15000,"test","limousine",2011,"manuell",211,"golf",60000,3,"benzin","volkswagen","nein","2016-03-29 00:00:00",0,96114,"2016-04-02 11:47:40"
"128290","2016-03-19 08:53:06","BMW_120d","privat","Angebot",17299,"test","limousine",2012,"manuell",184,"1er",125000,8,"diesel","bmw","nein","2016-03-19 00:00:00",0,91220,"2016-04-06 06:16:40"
"113537","2016-03-10 10:36:18","Volkswagen_Passat_Variant_1.8_Euro_2_AHK_TÜV_03_2016","privat","Angebot",600,"test","kombi",1996,"manuell",75,"passat",150000,1,"benzin","volkswagen","nein","2016-03-10 00:00:00",0,28779,"2016-03-10 10:36:18"
"30565","2016-03-29 14:45:58","Nissan_Micra","privat","Angebot",3400,"test","kleinwagen",2004,"manuell",65,"micra",125000,0,"benzin","nissan","","2016-03-29 00:00:00",0,26899,"2016-03-29 14:45:58"
"8663","2016-03-21 11:51:41","Mitsubishi_Colt_1.3","privat","Angebot",5999,"control","limousine",2009,"manuell",95,"colt",50000,4,"benzin","mitsubishi","nein","2016-03-21 00:00:00",0,96191,"2016-04-06 06:45:37"
"37746","2016-03-16 11:48:44","VW_Golf_1.9_TDI","privat","Angebot",1600,"test","limousine",1998,"manuell",0,"golf",150000,0,"diesel","volkswagen","","2016-03-16 00:00:00",0,50170,"2016-03-23 23:17:25"
"63907","2016-03-29 22:26:45","Audi_A4_b6_Avant_Kombi","privat","Angebot",1750,"test","kombi",2000,"manuell",0,"a4",150000,0,"benzin","audi","nein","2016-03-29 00:00:00",0,65520,"2016-04-02 12:46:41"
"119387","2016-03-25 21:49:40","seat_leon_1.9_TDI_navi__Klima_AnhaengerKupplung.","privat","Angebot",4399,"test","",2018,"manuell",105,"leon",150000,11,"diesel","seat","nein","2016-03-25 00:00:00",0,42327,"2016-03-28 22:15:27"
"153176","2016-03-13 15:48:16","Ford_Mondeo_3.0_V6_ST_220___250_PS_Einzelstueck","privat","Angebot",5999,"test","limousine",2005,"manuell",250,"mondeo",150000,7,"benzin","ford","nein","2016-03-13 00:00:00",0,85107,"2016-04-06 17:16:40"
"181596","2016-03-10 17:38:55","Renault_Clio_1.2_16V_Chiemsee","privat","Angebot",1850,"control","kleinwagen",2003,"manuell",75,"clio",60000,6,"benzin","renault","nein","2016-03-10 00:00:00",0,34117,"2016-04-05 18:16:54"
"118240","2016-04-04 21:37:38","Opel_Corsa_C_Comfort_1_2_ltr._mit_76023_Laufleistung","privat","Angebot",750,"test","kleinwagen",2001,"automatik",75,"corsa",80000,1,"benzin","opel","","2016-04-04 00:00:00",0,44227,"2016-04-04 21:37:38"
"165166","2016-03-20 18:41:54","Ford_Focus_Turnier_1.6_TDCi_DPF_Euro_4_Tuev_Neu","privat","Angebot",3300,"test","kombi",2007,"manuell",109,"focus",150000,2,"diesel","ford","nein","2016-03-20 00:00:00",0,85669,"2016-04-07 01:46:36"
"108780","2016-03-30 17:45:30","Toyota_Avensis_1.8_linea_sol_1.Hand_Tuev_neu","privat","Angebot",2599,"control","limousine",2001,"manuell",129,"avensis",150000,1,"benzin","toyota","nein","2016-03-30 00:00:00",0,72145,"2016-04-07 08:17:45"
"166895","2016-03-22 08:37:14","PKWa_Limosine_Renault_Vel_Satis_2006_Benziner","privat","Angebot",4950,"control","limousine",2006,"automatik",170,"andere",150000,0,"benzin","renault","","2016-03-22 00:00:00",0,50321,"2016-04-03 20:17:59"
"36721","2016-03-08 18:55:22","BMW_320_Kombi_schwarz_fuer_ÄSTHETEN_aus_erster_Hand_unfallfrei","privat","Angebot",9300,"test","kombi",2006,"automatik",163,"3er",150000,10,"diesel","bmw","nein","2016-03-08 00:00:00",0,91781,"2016-03-10 15:18:43"
"19390","2016-03-16 01:36:20","Honda_HONDA_HR_V_4WD_ALLRADANTRIEB_124PS_!!!_RATENKAUF","privat","Angebot",3299,"test","suv",2004,"manuell",124,"andere",150000,1,"benzin","honda","nein","2016-03-16 00:00:00",0,80333,"2016-04-06 00:15:36"
"108533","2016-03-15 18:53:20","Bastlerfahrzeug","privat","Angebot",200,"control","limousine",1996,"manuell",0,"andere",150000,0,"benzin","volvo","","2016-03-15 00:00:00",0,29690,"2016-04-06 20:46:07"
"147367","2016-03-25 03:36:18","Ford_Puma_Silber_Teilausgeschlachtet","privat","Angebot",150,"control","",2000,"manuell",125,"",150000,3,"","ford","ja","2016-03-25 00:00:00",0,50765,"2016-03-29 19:45:36"
"107876","2016-03-05 14:55:48","BMW_323i_zum_Herrichten_oder_Ausschlachten._Leder_Vollaustattung!","privat","Angebot",749,"control","kombi",1998,"manuell",170,"3er",150000,11,"benzin","bmw","nein","2016-03-05 00:00:00",0,95189,"2016-03-17 22:47:43"
"52399","2016-03-31 13:52:31","Corsa_B_inkl._Überfuehrung_im_Umkreis_von_50_km","privat","Angebot",1280,"control","kleinwagen",1995,"manuell",45,"corsa",90000,5,"benzin","opel","","2016-03-31 00:00:00",0,32425,"2016-04-06 06:44:49"
"77211","2016-04-04 13:51:41","Mercedes_W123_80KW_Benzin_Automatik_3.Hd._Oldtimer_*20_BILDER*","privat","Angebot",3500,"control","limousine",1979,"automatik",109,"andere",150000,4,"benzin","mercedes_benz","nein","2016-04-04 00:00:00",0,10439,"2016-04-06 15:16:34"
"135241","2016-03-07 17:37:24","VW_Lupo_1.4_College","privat","Angebot",2500,"test","kleinwagen",2001,"manuell",60,"lupo",125000,1,"benzin","volkswagen","nein","2016-03-07 00:00:00",0,53909,"2016-04-06 05:15:46"
"113795","2016-03-26 17:38:17","E30_BMW_320i_Cabrio_Chrommodell_Super_Zustand","privat","Angebot",10500,"control","cabrio",1988,"manuell",129,"3er",150000,10,"benzin","bmw","","2016-03-26 00:00:00",0,77955,"2016-04-07 11:44:57"
"34330","2016-03-12 13:37:14","BMW_1er_M_Coupé___1._Hand___Neuzustand___Sammler","privat","Angebot",53900,"control","coupe",2011,"manuell",340,"1er",10000,9,"benzin","bmw","nein","2016-03-12 00:00:00",0,48149,"2016-04-06 12:45:29"
"97681","2016-03-30 19:42:08","BMW_318d_Edition_Lifestyle","privat","Angebot",4800,"test","limousine",2003,"manuell",116,"3er",150000,3,"diesel","bmw","","2016-03-30 00:00:00",0,67059,"2016-04-07 10:47:06"
"44050","2016-03-19 04:55:18","Audi_80_B4_Cabrio_nur_117000km","privat","Angebot",4690,"test","cabrio",1994,"manuell",115,"80",125000,6,"benzin","audi","nein","2016-03-18 00:00:00",0,24211,"2016-03-25 05:16:03"
"27454","2016-04-04 09:50:14","Seat_Ibiza_1.4_TDI_Best_of","privat","Angebot",4998,"control","kleinwagen",2009,"manuell",80,"ibiza",150000,4,"diesel","seat","nein","2016-04-04 00:00:00",0,33104,"2016-04-04 10:42:25"
"131381","2016-03-10 18:53:33","Mercedes_Benz_A_180_CDI_Autotronic_Avantgarde_DPF","privat","Angebot",4350,"test","limousine",2005,"automatik",109,"a_klasse",150000,4,"diesel","mercedes_benz","nein","2016-03-10 00:00:00",0,53721,"2016-03-14 17:47:08"
"14047","2016-04-01 17:44:36","Mercedes_Benz_Aufstelldach","privat","Angebot",26000,"test","bus",2007,"manuell",150,"viano",150000,6,"diesel","mercedes_benz","nein","2016-04-01 00:00:00",0,22457,"2016-04-05 12:47:21"
"63023","2016-03-17 17:50:16","Vw_Jetta_E19_bj_1986_Tuev__wenig_Km","privat","Angebot",800,"control","limousine",1989,"manuell",55,"",150000,6,"benzin","volkswagen","nein","2016-03-17 00:00:00",0,55585,"2016-03-23 06:45:22"
"60306","2016-03-10 19:38:51","Peugeot_806","privat","Angebot",1100,"control","bus",2000,"manuell",131,"andere",150000,3,"benzin","peugeot","ja","2016-03-10 00:00:00",0,94447,"2016-03-22 13:18:58"
"159324","2016-03-19 21:48:07","Opel_Tigra_Twin_Top_1.8","privat","Angebot",3350,"control","cabrio",2006,"manuell",125,"tigra",150000,1,"benzin","opel","nein","2016-03-19 00:00:00",0,63065,"2016-03-31 07:18:13"
"69813","2016-03-10 16:56:48","Mercedes_Benz_E_220","privat","Angebot",28499,"control","cabrio",2012,"",170,"e_klasse",50000,5,"diesel","mercedes_benz","nein","2016-03-10 00:00:00",0,73061,"2016-04-05 16:45:14"
"114467","2016-04-05 23:36:23","SMART_ROADSTER_TÜV4/18","privat","Angebot",5900,"control","cabrio",2004,"automatik",82,"roadster",125000,11,"benzin","smart","nein","2016-04-05 00:00:00",0,23847,"2016-04-05 23:36:23"
"2988","2016-03-25 19:49:24","Hyundai_ix55_3.0_V6_CRDi","privat","Angebot",13666,"test","suv",2009,"automatik",239,"i_reihe",150000,10,"diesel","hyundai","nein","2016-03-25 00:00:00",0,54439,"2016-03-25 19:49:24"
"151678","2016-03-21 14:58:42","Mercedes_Benz_A_170_Autotronic_Elegance","privat","Angebot",7150,"control","limousine",2005,"automatik",116,"a_klasse",50000,2,"benzin","mercedes_benz","nein","2016-03-21 00:00:00",0,80939,"2016-03-22 19:20:04"
"153753","2016-03-27 16:51:55","Citroën_C5_Kombi_2.0_HDI","privat","Angebot",2000,"test","kombi",2004,"",0,"c5",150000,4,"diesel","citroen","ja","2016-03-27 00:00:00",0,33378,"2016-04-05 12:44:27"
"92747","2016-03-25 13:25:19","Mondeo_mit_tuev._Diesel..","privat","Angebot",800,"test","kombi",2001,"manuell",90,"mondeo",150000,3,"diesel","ford","nein","2016-03-25 00:00:00",0,53783,"2016-04-01 10:46:27"
"140854","2016-03-21 14:31:13","Citroen_Saxo_1_1_Tonic","privat","Angebot",770,"test","kleinwagen",1999,"manuell",60,"andere",150000,10,"benzin","citroen","nein","2016-03-21 00:00:00",0,65232,"2016-03-22 10:40:13"
"128788","2016-03-08 19:54:25","Golf_4__1.4i__75PS__Tuev_03/16","privat","Angebot",400,"test","kleinwagen",1999,"manuell",75,"golf",150000,11,"","volkswagen","ja","2016-03-08 00:00:00",0,49324,"2016-03-12 21:44:11"
"142832","2016-03-20 12:48:42","Der_Besondere___1_9_l_Turbo_Diesel_TDI","privat","Angebot",6750,"test","kombi",2004,"manuell",105,"touran",150000,10,"diesel","volkswagen","nein","2016-03-20 00:00:00",0,17099,"2016-03-21 15:19:03"
"116420","2016-03-30 00:32:35","Ford_Fusion_BJ_2009_mit_frischen_Tuev._Gruene_plakette.","privat","Angebot",3199,"control","limousine",2009,"manuell",80,"fusion",150000,3,"diesel","ford","nein","2016-03-29 00:00:00",0,65589,"2016-03-31 11:17:43"
"117219","2016-03-05 14:53:15","Smart_fortwo__Coupe__mhd","privat","Angebot",3999,"control","coupe",2009,"automatik",61,"fortwo",40000,5,"benzin","smart","nein","2016-03-05 00:00:00",0,18609,"2016-03-10 12:45:54"
"94490","2016-03-08 01:57:07","Volkswagen_Golf_2.0_GTI_16V__Edition__Colour_Concept","privat","Angebot",700,"control","limousine",1996,"manuell",150,"golf",150000,4,"benzin","volkswagen","nein","2016-03-08 00:00:00",0,44145,"2016-03-17 06:45:59"
"8596","2016-03-20 01:57:33","BMW_318d_DPF_Touring_Automatik__TOP_AUSSTATTUNG!","privat","Angebot",16666,"test","kombi",2011,"automatik",143,"3er",125000,3,"diesel","bmw","nein","2016-03-20 00:00:00",0,26180,"2016-03-26 15:18:10"
"141565","2016-03-10 13:37:32","Mercedes_Benz_C180/W202_*Wenig_Km*TÜV_Neu*","privat","Angebot",3150,"test","limousine",1997,"automatik",122,"c_klasse",125000,3,"benzin","mercedes_benz","nein","2016-03-10 00:00:00",0,25469,"2016-04-07 12:15:29"
"36770","2016-04-01 20:38:41","Audi_A3_2.0_TDI_Sportback_DPF_Attraction","privat","Angebot",12990,"test","kombi",2010,"manuell",140,"a3",125000,5,"diesel","audi","nein","2016-04-01 00:00:00",0,76139,"2016-04-05 17:26:55"
"112218","2016-04-04 17:52:21","Opel_Corsa","privat","Angebot",1390,"test","kleinwagen",1999,"manuell",54,"corsa",125000,3,"benzin","opel","","2016-04-04 00:00:00",0,91717,"2016-04-06 19:48:18"
"144700","2016-03-15 18:39:38","Opel_Corsa_Swing_1.4_4/5_Tuerer_60_PS_TÜV_02/2017_einwandfrei","privat","Angebot",1200,"control","kleinwagen",1998,"manuell",60,"corsa",150000,8,"benzin","opel","","2016-03-15 00:00:00",0,40699,"2016-04-06 18:48:11"
"128988","2016-03-16 21:42:41","A_160_Avantgarde__Automatik_Leder_SHZ_8_Fachbereift_AHK","privat","Angebot",1250,"control","kleinwagen",1998,"automatik",102,"a_klasse",150000,8,"benzin","mercedes_benz","","2016-03-16 00:00:00",0,33790,"2016-04-07 08:46:30"
"165416","2016-03-29 15:42:51","320d_MPaket_Xenon_Alcantara_150_PS","privat","Angebot",2355,"control","limousine",2002,"manuell",150,"3er",150000,4,"diesel","bmw","nein","2016-03-29 00:00:00",0,32049,"2016-03-29 15:42:51"
"18013","2016-03-11 21:51:47","Audi_A6_3.0_TDI_DPF_quattro_tiptronic__Tuev_neu","privat","Angebot",7300,"test","limousine",2005,"automatik",232,"a6",150000,6,"diesel","audi","nein","2016-03-11 00:00:00",0,22769,"2016-04-06 11:17:26"
"154653","2016-03-18 16:47:13","Mazda_Premacy_TD_Active","privat","Angebot",3100,"test","bus",2003,"manuell",101,"andere",150000,11,"diesel","mazda","nein","2016-03-18 00:00:00",0,59065,"2016-03-21 07:17:23"
"121755","2016-03-27 08:36:44","MINI_Mini_One","privat","Angebot",8500,"test","kleinwagen",2007,"manuell",95,"one",50000,6,"benzin","mini","nein","2016-03-27 00:00:00",0,66333,"2016-04-07 04:16:10"
"100189","2016-03-15 12:51:15","Opel_Astra_Automatik_Tel.0151/55996413","privat","Angebot",5900,"control","limousine",2008,"automatik",116,"astra",125000,3,"benzin","opel","nein","2016-03-15 00:00:00",0,12203,"2016-03-22 12:45:33"
"137474","2016-04-03 18:43:04","BMW_118d_Cabrio","privat","Angebot",14500,"control","cabrio",2009,"manuell",143,"1er",150000,6,"diesel","bmw","nein","2016-04-03 00:00:00",0,69231,"2016-04-05 18:46:34"
"154340","2016-03-28 12:47:20","Honda_Civic_1.4i_S","privat","Angebot",900,"test","limousine",1997,"manuell",90,"civic",150000,5,"benzin","honda","nein","2016-03-28 00:00:00",0,85521,"2016-03-28 12:47:20"
"73370","2016-03-23 00:55:39","Volkswagen_Tiguan_2.0_TSI_4Motion_Sport_&_Style","privat","Angebot",12490,"test","suv",2009,"manuell",170,"tiguan",125000,3,"benzin","volkswagen","nein","2016-03-22 00:00:00",0,88048,"2016-03-25 22:46:30"
"33994","2016-04-01 21:38:33","GOLF_1_9_TDI__8_FACH_BEREIFT","privat","Angebot",3499,"test","",2017,"manuell",101,"golf",150000,2,"diesel","volkswagen","nein","2016-04-01 00:00:00",0,31311,"2016-04-05 19:15:52"
"181888","2016-03-14 13:47:29","Vw_fox_bj_2006_tuev_6/17","privat","Angebot",1000,"test","kleinwagen",2006,"manuell",60,"fox",100000,5,"benzin","volkswagen","ja","2016-03-14 00:00:00",0,10585,"2016-03-16 03:44:58"
"65273","2016-04-04 22:54:22","Skoda_110r","privat","Angebot",3000,"test","coupe",1972,"manuell",53,"andere",30000,5,"benzin","skoda","ja","2016-04-04 00:00:00",0,81371,"2016-04-07 02:17:09"
"53600","2016-03-05 19:48:03","Mercedes_Benz_SLK_200_Kompressor_Automatik","privat","Angebot",14950,"test","cabrio",2004,"automatik",163,"slk",30000,7,"benzin","mercedes_benz","nein","2016-03-05 00:00:00",0,21244,"2016-03-19 22:44:34"
"73103","2016-03-24 13:24:20","Audi_A6_Avant_3.0_quattro_Autogas/Standheizung/AHK","privat","Angebot",4500,"control","kombi",2002,"manuell",220,"a6",150000,4,"lpg","audi","","2016-03-23 00:00:00",0,61169,"2016-04-06 20:17:48"
"31200","2016-03-13 20:38:50","Audi_80_Cabrio","privat","Angebot",4490,"control","cabrio",1991,"manuell",133,"80",150000,7,"benzin","audi","nein","2016-03-13 00:00:00",0,47608,"2016-03-25 15:19:09"
"14879","2016-04-04 13:06:18","Citroën_C1_1.0_im_guten_Zustand/_Bitte_um_Preisvorschlag","privat","Angebot",0,"test","kleinwagen",2009,"manuell",68,"c1",80000,4,"benzin","citroen","","2016-04-04 00:00:00",0,56206,"2016-04-04 22:40:15"
"141516","2016-03-19 19:51:17","Zafira_B_1.9_cdti_Sport","privat","Angebot",6900,"control","",2017,"manuell",150,"zafira",90000,12,"diesel","opel","nein","2016-03-19 00:00:00",0,59955,"2016-03-24 16:18:19"
"138966","2016-03-26 10:51:02","VW_TOURAN__2.0_TDI___AUTOMATIK_DSG__NAWI","privat","Angebot",8350,"test","kombi",2006,"automatik",140,"touran",150000,4,"diesel","volkswagen","nein","2016-03-26 00:00:00",0,33154,"2016-04-05 22:45:18"
"49504","2016-03-09 12:06:19","Volkswagen_Golf_1.9_TDI_GTI_2.HAND_ZAHNRIEMEN_NEU_LEDER","privat","Angebot",1600,"test","limousine",1999,"manuell",110,"golf",150000,10,"diesel","volkswagen","nein","2016-03-09 00:00:00",0,56235,"2016-03-23 02:16:41"
"84643","2016-03-31 10:50:28","BMW_123d_DPF_Aut.","privat","Angebot",15500,"control","limousine",2008,"automatik",204,"1er",125000,6,"diesel","bmw","nein","2016-03-31 00:00:00",0,85435,"2016-04-06 03:44:37"
"137039","2016-03-21 15:45:29","Hyundai_Atos_Prime_1.0i_Sky","privat","Angebot",990,"control","kleinwagen",2001,"manuell",58,"andere",125000,7,"benzin","hyundai","nein","2016-03-21 00:00:00",0,87439,"2016-04-06 13:17:19"
"57027","2016-03-12 11:49:36","Fiat_Punto_1.2_SX","privat","Angebot",950,"test","kleinwagen",2000,"manuell",60,"punto",150000,5,"benzin","fiat","nein","2016-03-12 00:00:00",0,63791,"2016-03-13 03:15:41"
"125535","2016-04-05 07:55:48","Dacia_logan__35000_Km_Erstzulassung_2010__1_Hand","privat","Angebot",2500,"test","kombi",2010,"manuell",0,"",40000,4,"","dacia","nein","2016-04-05 00:00:00",0,4880,"2016-04-05 09:42:30"
"115740","2016-03-14 11:25:24","Ford_Mondeo_Turnier_Trend","privat","Angebot",295,"control","kombi",2000,"automatik",0,"mondeo",150000,6,"benzin","ford","nein","2016-03-14 00:00:00",0,35713,"2016-03-23 08:45:56"
"6278","2016-03-07 20:44:34","Volvo_960_Kombi_2_5_Automatik_LPG","privat","Angebot",1400,"test","kombi",1995,"automatik",170,"andere",150000,12,"lpg","volvo","nein","2016-03-07 00:00:00",0,25774,"2016-03-27 17:46:13"
