Date,Rating,Review
22.07.2012,3,"I stayed 7 nights at this hotel, half board service.For a 5 star hotel I would have expected better rooms, and definitely much better food, whosequality was rather low, both at breakfast and dinner.The exit to the beach is just on the seashore: it is not a beach, but a cement levelling which can be rather hot and uncomfortable during the hot noon hours.My room (on the second floor) was at times rather smelly due to the sewage odor seeping from downstairs through the ventiduct on the floor of my bathroom.Same foul odor I smelled - especially early in the morning- at street level, when crossing from the hotel to the cement explanade (beach)"
13.07.2012,5,"We spent 3 nights in this hotel in July and could very easily have spent more! Having driven up from Croatia and sussing out all the resorts on the Slovenian coast we settled on this gorgeous hotel in Portoroz. We were made to feel very welcome and were shown the room before checkin to ensure it was satisfactory- a lovely big room, comfortable bed and balcony with sea view ensured it most definitely was! We opted for the half board option and weren't disappointed; the hotel restaurant has a great variety of food and has waiter table service to ensure your drinks are always topped up. If we could have had an all inclusive option we would have taken it but were told this was unavailable.The hotel has a private shale beach and towels are complimentary. The lifeguard ensures everyone has a lounger and even though the hotel was busy this was never a problem.Piran is within walking distance and when the heat got too much we wandered through to Piran centre and browsed through the gorgeous fishing villiage. The hotel also runs a complimentary shuttle and there is a novelty train which runs regularly from the hotel to Piran centre for 3.50euro return.Another bonus is that there is a lot of onsite parking which is free of charge.All in all I really could not fault this amazing hotel and definitely plan a return visit."
26.06.2012,4,"This hotel is located just in front of the sea, you just have to go down to the zero floor and dive. All the rooms have balconies with a beautiful view and perfect to sunbathe in the afternoon. The rooms are nice and clean but for a five star hotel I would expect more. There are no real double beds, just 2 single together. For a deeper relaxation I would recommend the spa, which is quite nice and has reasonable prices. I drink in at the terrace bar is also enjoyable. There is a wide variety for conference rooms and the service is excellent. All the meals I had were also quite nice. The overall location is also very good, between Piran and Portoroz, with many dinning and bar options."
12.05.2012,5,"This is perhaps one of the most beautiful hotels I have stayed. The location is right on the ocean with most rooms overlooking the ocean/lake area. The food was outstanding. The rooms are clean and well equpped. The restaurant was superb not only in food but also in service. The hotel employees were extremely generous, polite and very helpful."
11.05.2012,3,"I spent five nights here in May, attending a conference. The seaside location is lovely, and all rooms have balconies overlooking the sea. Two small towns (Portoroz and Piran) with (limited) shopping but numerous dining options, are short walks from the hotel. It is clear that the hotel does a lot of conference business. The hotel conference services seemed responsive and appropriate, with well-maintained conference rooms, excellent coffee breaks, good climate control, all necessary audio-visual equipment, and efficient set-up. Breakfast was also good, in a large, airy room with sea views. One dinner we had in the hotel was nicely catered with several vegetarian options. All staff I encountered were courteous and helpful. Bath towels were large and fluffy, and the room was very clean. Light was adequate for reading and working. Other aspects of the rooms, however, left something to be desired. The bed in my tiny third-floor room was one of the worst I have encountered anywhere, with what appeared to be mattress springs poking up through the top. There are no coffee/tea-making facilities in the rooms, nor iron/ironing board, which is unusual for a hotel that caters to so many business guests (for conferences). And the fitness room hours are quite limited - 0900 to 2100. This means one cannot use the equipment before the conference sessions begin, and typically one cannot use them at night after dinner either, because they close so early. While this was a good hotel for a conference, I would not recommend it for a holiday."
15.11.2011,4,"Complete resort! Casino, restaurants, spa! Perfect location for a business convention. Relaxing spa, wide variety of conference rooms, and nice bar. Great sunsets, all seaview rooms. Close to Italy, or if in Venice, just a couple hours drive. Friendly staff. The building needs renovating on the outside and maybe modernising of interiors."
14.09.2011,1,"Terrible staff, old fashioned, small, ouotdated rooms. Breakfast served in a dark room, staff service absolutly terrible! If you want to go to the hotel beach, you need cards from the reception, with which you get towels. They treat you like an enemy. For the price of 216 euro, you dont feel any welcome at all. Horrible 2 star service, like nothing has changed from the socialist time. 'For 5 star hotel and for 216 Euro, very big dissapointment. Go somewhere else!"
4.09.2011,4,"The nicest part is the terace at lobby level, where you can enjoy the beautiful views and a nice drink. The rest of the hotel suffers a lack of style and atmosphere through its lack a design. It is just a big concrete temple build at a prestine location. Ofcourse the service level is excellent and the food is of a good quality, you cant blame the staff for the building. So all in all you dont have the 5* feeling."
11.08.2011,4,"in my opinion, this is most beautiful Hotel in Slovenia, and maybe most beautiful hotel in the east europe ... splendid inside (interior), gorgeous beach, Portoroz is very lovely city, aprox. 50 m from hotel is free bus to Piran, which is beautiful historical city, etc, etc ... buffet lunch/supper was hearty & varied & tasty ...I stay in the double room with kids, me and husband in the one room and kids in the second room. Between two ours rooms was connecting door. Listen to me good ! Hotel staff DECLINE/refused to lend me the keys between my room and kids room !!! I could not have children under control, this is very unpleasant, I had to go out into the hallway and then knocking on the door of children. :-(( toilet/bathroom without exhaust fan .. :-((if you would like to visit trieste in Italy, please be aware of this: In the Sunday, DO NOT exist bus/train connection between Portoroz and Trieste, have to use taxi or boat."
10.08.2011,4,"Architecturally already a little bit outdated and also requiring a little bit of renovation when the rooms are concerned the hotels offers a splendid view over the Bay of Piran from within all guest rooms. Service is very friendly at checkin and checkout, breakfast service however was non-existant neither coffee nor tea were served - everything had to be taken from the buffet by yourself."
2.08.2011,4,"I was concerned when I read previous reviews about this hotel, but having returned from 2 week stay I can honestly say it is first rate. Travelled to this part of the world will know that a 5 star hotel here does not equate to a 5 star in the UK - so be prepared for a 4 start - but its sportlessly clean, fantastic beach area and the food is very fresh, plentifull and tasty. If you want romantic ambience for your evening meal you won't get it here as its buffet style, but now that eating out in Europe is so expensive, we found the vast selection of hot and cold food for both breakfast and Dinner to be very acceptable and we saved our money for going into Piran afterwards for a few drinks. The hotel is about 15 minute walk away from Piran (about 30 minutes from Portoroz) and there is a free bus from the adjacent ""Park & Ride"" as cars are only allowed in Piran with a permit. Overall a good quality hotel that had all we wanted. Yes we did detect a very occasional smell of drains on the waterfront - but we have experienced this in very many other ""5 star"" adriatic hotels and it is fleeting and does not detract from the location."
1.08.2011,4,"I was concerned to read some of the bad reviews given this hotel, but having just returned fromn 2 week holiday there I can honestly say everything was first rate. The position is superb - 10 minute walk into Piran. The hotel and bathing areas are spotless and the staff are very attentive. I think some people expect a 5 star hotel in this area to be the same as one in the UK - most seasoned travellers to this part of the world know that its probably akin to 4 star. Saying that though the food was good, fresh & plentifull and although the buffet style would not give you the romantic ambience some people would wish, in this day and age of eating out in Europe being prohibitively expensive, we were more than satisfied to eat at the hotel each night and save our money for visiting a few bars in Piran afterwards. We only had a couple of instances of smelling ""drains"" and that was no worse or better than other coastal hotels we have visited in hot countries - and it definitely will not detract from your stay and is no indication of standard of cleanliness - our experience was that everying was spot on. Only quibble was that the bar costs in the hotel were very expensive, so we didn't spend much time there!"
11.10.2010,3,"Stayed there for 5 nights.Room was OK in terms of amenities. In terms of size it was rather small. The balcony overlooking the beautiful Portoroz bay was particularly nice.However, as rooms face westwards they get a lot of sun all day long thus getting particularly hot in spite of the max outside temperature in early Oct reaching into the low 20's.This brings me to one major downside, the A/C, which doesn't produce any change in the room's temperature even after having worked in full power mode for half a day.In October you could leave the balcony door open which would help a lot making the air inside the room breathable but was wondering what options one has, -other than changing the hotel- in mid-August when the temperature goes up into 40's and the existing A/C is useless.I can only confirm the issue with the sewage stench. It wasn't though as present and overwhelming as stated in the previous comments, nevertheless was just as annoying when crept inside the bathroom or was felt on the sea promenade in front of the hotel.Breakast was OK.The outdoor bar terrace on the lobby floor has magnificent views of the bay and the nearby Portoroz city centre.Staff is OK, though sometimes struggling to understand English being spoken at them.The only excellent service the hotel provides is free high speed (and I do mean HIGH SPEED!) internet connection. This is way ahead of many other hotels of similar category.The location of the Hotel is ok. It's within walking distance to Piran and Portoroz city centre (15-20 mins in either direction). There are also free busses connecting with Piran from the hotel's adjoining public parking area by the sea shore.In other words the hotel scores average in pretty much all aspects of its offering. Pondering all aspects of its offering to me it appears as a good 4-star hotel, definitely not a 5. If you look at it this way you will not be dissapointed. However the pricing is steep related to the offering. At 200 eur per night for a double you could get a a hotel that's closer to fulfiling the 5-star ranking than Bernardin.Other than this, the Piran area is fantastic. The nature looks are fab. One can travel by car to Italy (Trieste and some small villages down that part of the coast) or to Croatia (especially to the beautiful little towns of Rovinj and Pola) and just as well inland to Lipica the home of famous Lipizzan horse breed and to the largest cave in Europe at Postojna.I would return there for holiday with the family but would choose a different hotel."
8.09.2010,3,"The hotel has excellent location and nice room view .Stench of sewage around the hotel and in the room was unbearable. This is unacceptable for a 5-star hotel. Last morning, we literally ran from the room in which was unable to breath."
1.09.2010,3,"I agree with others - it is not 5 stars hotel - food is poor and low quality (cheep), stuff is unfriendly - when I took umbrella, a boy told me that I have to return it!!!!! So rude! Rooms are rather small and wardrobe not big enough. There is no facility for drying wet swimming suits. Carpets are old and smelly. Beaches are nice and they did a good work. Location is excellent, only 10 minutes from Piran, beautiful old and original place and 15-20 minutes from Portorose."
25.07.2010,4,"I have stayed at Grand Hotel Bernadin several times, always for a short trip in spring. It is in a very good location, directly at the sea between Piran and Portoroz. All rooms have direct sea view and a balcony. From the outside, the hotel is rather ugly (entirely built in concrete) but rooms are nice and very clean. The hotel has a rather new wellness center and spa, opened in 2009. I only tried the indoor pool there, which is not big but has a splendid view over the sea (especially recommended at sunset). The hotel next to Grand Hotel Bernardin has a very large indoor pool area which is suitable for children and can be used free of charge, if I remember correctly (the two hotels belong to the same hotel group.)I only had beakfast buffet at the hotel which is good but not overwhelming. I din't like the coffee, which you have to take from a coffee dispenser. But they offer a wide range of fresh fruit, and the selection of cakes etc. is also good. I have never tried dinner at the hotel as there are a lot of very good (fish-) restaurants in Piran. It's a 15 minute walk from the hotel. I would definitely recommend to eat in one of the restaurants there at night. By the way, Piran is one of the nicest spots at the Adria, small venetian town, very pittoresque!Hotel staff is in general very helpful and nice. Reception staff speaks English and German, and I think also Italian.If you want to go to the hotel in summer, consider that there is no sandy beach. You can lie down and have a swim directly in front of the hotel, but it's more a concrete boardwalk than a beach.I would recommend the hotel for a trip to the Slovenian coast but I would give it 4 stars rather than 5."
30.06.2010,1,"We had the misfortune to stay at this Hotel as the conference we were attending was held there. On check in, we were advised that we had been upgraded to suite. What we weren't told was that the bed was a waterbed and the lounge area was just big enough to fit a couch and a chair, no television. The bathroom had ants crawling all over the floor, the bath and basin. To give the staff credit, they did move us as soon as we asked for another room and the bed in the new room was much more comfortable. However, anytime we asked for help with anything else, the staff bordered on rude. Even the new room did not come up to a 5 star rating, probably closer to a 2 star.One little tip if you have to stay at this hotel, the lower the floor the bigger the room. Because it is built into the side of the cliff, the higher rooms are much narrower and smaller. Best tip - don't stay there."
7.04.2010,1,"We recently spent 8 days in this hotel with a group. The showers are moldy (and tiny), the single chair in our double room broke when my slender husband sat on it, and the corners of the room had not been vacuumed in months. The carpeted floor had many years of stains. The hair dryer made an incredible amount of noise, but the air coming out was never warm. If you try to hang up clothes, either the whole rod comes crashing down, or the hanger breaks. Beware if you eat in the restaurant -- between our group and another one, 75 people suddenly came down with vomiting and diarrhea. The food varies between acceptable and bad. Food from the previous evening almost always shows up the next day. The staff is exceptionally unpleasant and unhelpful. When the door to the hall where our room was located was blocked, they refused to send anyone to open it, and expected my young daughter, already soaked by a downpour, to stand in the cold and rain for over an hour. (The manager specifically asked us to leave the lobby and wait by the outside door!!!) When the dogs in the next room barked through the night and terrorized our children, they refused to give us different rooms."
20.11.2009,2,"This is the Italian expression for, well, pretentiousnes. The hotel's rooms (at least at storey 9, chosen by us because it's near to the - admittedly very attractive - pool and wellness centre) are small, almost tiny, with awful furniture (cheap, old without quality) and very little storage space for more than a couple of days (nice balcony views, but nothing you wouldn't get at any of the better local hotels, and they exist). Bathrooms are slightly larger but hardly correspond to 5-star standards (small tub, plastic shower curtain - 5-star???). Restaurant staff, by our experience, was friendly, although shrimp (THE SAME shrimp) was served two evenings in a row. (!!) And now for the really bad bit (which will likely interest only part of readers, but whose implications should interest all because it is of importance to all customers in the sense of how the staff reacts): there is a small, water-surrounded island in front of the hotel where, it seems, two young, and very nice-looking cats live (or are confined). I say confined because it seems not easy for them to get out (they did not in a night of torrential rain). They also beg for food if they notice people coming into the hotel (nobody from the hotel feeds them, despite the enormous quantities of food thrown away). Now, in Austria (I'm Austrian), this does not exist - there are lots of free-roaming cats, of course, but not in front in self-styled 5-star hotels (not because they're killed but because people take care of them). If you ask the hotel staff about them, you get a bored, disinterested reply (""well, they should go away, they're not my business."" - BAD idea psychologically speaking, if you want to attract customers with sympathy for animals). The same staff, I may say, did not give our our welcome drink (not that we care but it was included in the package) or advise us that we had a half-hour massage included (I had to request this). It is not necessarily that you get bad service in Slovenia - I must really write a review of good to excellent service we got at Portoroz Hotels Marita and Metropol - but at this hotel they clearly live in a century way gone by ( plus all the arrogance of ""Well, what's the option"", but options there are). There is also a parrakeet imprisoned in a tiny, musty cage in a dark zone without a companion for whoever's entertainment. I'm not an animal nut (yet these things irk me), but again, it reflects on the general atmophere. The hotel is, off-season, filled with conference attendees, but, in season or off, we will not return (unless to feed the cats), and we know more or less all all the better hotels in the area. (Reviews hopefully forthcoming.)"
3.08.2009,5,"We have just returned from 2 weeks staying at the Grand Hotel Bernardin. What a lovely hotel in a great location with picturesque Piran next door. We had a lovely room on the 9th floor with views across to Coatia and Italy. The room was comfortable and very clean, and well stocked with all you need on holiday. The brand new spa with affinity pool and jacuzzi was just along the corridor and we would make use of it before going down to our breakfast. The breakfast was plentiful, lots of choice, hot and cold and very attentive staff who kept the tables clear. The seaside area was well looked after by staff who were attentive to get you towels and loungers as soon as you walked down. My one critisism is that there was a seaside bar but this was not open and this was a shame as the bar that was open was alongside the promenade without any view of the sea. Also there was not any waiter service for drinks, meaning you had to tear yourself away from your lounger to get a drink - no real hardship really!!The area around the hotel was lovely. Piran was a 15 minute walk from the hotel and a delight to explore with lots of nice restaurants and places to sit have a drink and watch the world go by. There are a few shops but not many, certainly it would not appeal to anyone who needs to shop. Also at night it is relatively low key without any loud music bars. Portoroz to the otherside of our hotel was a 25/30 minute walk and much more modern and busy with lots of restaurants and Casinos but without the character of Piran.We found lots to do during our 2 weeks, including walks around the coast and through olive groves on the hills - we picked up a very handy leaflet of Walks around Piran from the Tourist Information. There are boat trips to do and bikes that can be hired plus public transport links to other villages along the coast. All in all a wonderful holiday destination with plenty to do if you want, a good choice of places to eat and drink and beautiful scenery - and of course a lovely hotel to come back to each day."
22.07.2009,4,"Stayed one week with family. Very happy with hotel . The dining hall is spacious and meals were varied and plentiful. Only local beer on offer but both were OK. Service was efficient but waiters are not the most talkative.Room was not particularly luxurious but iwas clean and the view of the Adriatic from the balcony spectacular. Both Italy and Crotia were visible from our 3rd floor balcony.The best part of the hotel is its private beach. Unlike Piran, the beach was not crowded and the beach attendants were there in a flash to help with chairs and parasols.The top floor bar is also recommended - an ideal place to unwind after dinner."
22.07.2009,5,"the hotel is so nice.good service , good fod , beautiful view from the balcony and spa!!!!"
19.07.2009,1,"I travelled to this ""5 star"" hotel with my wife as part of our summer holidays. We stayed one week there and then moved on to Lake Bled for the second week. What a contrast. This hotel on arrival looks to be all you would expect going by the appearance of the outside and also the grand foyer and reception. THATS WHERE IT ENDS, We arrived early afternoon and checked in with a friendly girl at reception. Having done this the Bell boys were nowhere to be seen so getting our luggage to our room was left to ourselves. Having reached the room the key card wouldnt work to let us in. I tried to use the phone on the landing but it didnt work, I made my way to reception and got another programmed. As a seasoned traveller I know this can happen. So down I go again and on entering the room the leg of the table was lying in the middle of the floor. I rang from the room and the elusive bell boy eventually arrived. He said they would fix it, but I insisted on another room as, after all the travelling, the last thing we needed was a workman with a hammer in the bedroom. By the way the room was small well used and 3star standard (on a good day). Reception rang back to let us have the room change and after hauling our own luggage yet again, the room we were given had not been cleaned from the previous guests. At this stage I lost the plot and handed the luggage to the bell boy and informed him when they had it sorted out he would find us at the beach cafe at the hotel which was the only place within the hotel complex to get anything to eat at this time of day 2-30pm. We were fed up thirsty hungry and very very tired. The cafe was joke. After trying to order from the very limited menu and being told they were out of it, i asked what they actually did have and then we could choose rom that. This 5* hotel could only offer one portion of a pitiful and sad looking cheese salad and one Prawn and red sauce sandwich with the edges well dried up. We were told by the waitress that the chef only makes so much and then goes home!!!!! We tried to eat them but to no avail. and just left them. This did not stop them charging us an extortion. This is NOT 5*. After about a half hour or so we had to go looking for our room as nobody had botherd to find us. (there were only 4 other customers at the cafe so they would have had no bother finding us.) At reception yes the cases were back there and we were handed the key to another room and left to sort our own luggage yet again. Only after insisting the bell boy came with us, oh and no he didnt offer tyo move our luggage.The Hotel is dead in the evening, drinks grossly overpriced and staff are a grumpy bunch. We only slept there. I could go on and on. The area is very beautiful and there are lots of places to eat out at a fraction of the price and choice sooooo much better than the hotel..I WILL NEVER BE BACK AGAIN TO THE BERNARDIN HOTEL, We moved on to the Grand Hotel Toplice at Lake Bled, another 5* and what a difference it was FANTASTIC. I will leave a review there too. Sell this as a 3* and it would be nearer the truth.."
9.07.2009,1,"They charged us double sometime but for a few dozens Euro we preffered to enjoy holiday. Very unfriendly personel. They only have 2 kinds of bad beer ( and are very proud of it because it's local) and only local, also very bad wine."
25.10.2008,4,"Stayed at the Grand Bernadin at a conference and was amazed by the location and of course Piran. No wonder it is UNESCO registered, this place is straight out of the postcards. The hotel is a little odd for those of us used to Asian hospitality and service, but the views from the rooms of the Adriatic are amazing and it is a short walk to Piran and if you want, Portoroz with its Casinos. This place does Italian as good as or better than the Italians and any of the restaurants along the water are worth visiting. The seafood is fantastic. It may be a bit hectic in summer, but our stay wil live with us forever. Get on the bus to Piran!"
16.09.2008,4,"We stayed here for 11 nights and were absolutely delighted with the place. Although it is classed as a five star hotel, I do think realistically it is more 4 star by Western standards, but that is in no way meant to be a criticism because the prices are definately not five (or even four) star prices! We were on the third floor, the room was perfectly adequate for our needs, fantastic views over the Adriatic with lovely sunsets every night. Very reasonably priced mini bar, change of towels and linen every couple of days.We only used the restaurant for breakfast, and what a fantastic choice available! Hot and cold buffet, plenty of fresh fruit, cereals, yoghurt, juices and all the different flavours of tea available.The reception desk staff were extremely friendly, polite and professional. It seemed nothing was too much trouble for them.The swimming pool was a joy to be in. Extremely clean and modern, having only opened in May 2008, not olympic size and only 1.5m deep, but it more than served the purpose.The ""private"" beach is just a concrete/part grass strand with steps into the rocky sea, but then again, all along the Slovenian/Croatian/Montenegran coast is more or less the same, this isn't a white sandy location. The hotel is in walking distance of Piran, which is a lovlier town to visit than it's most over-rated, over-priced, over-crowded cousin across the sea Venice."
3.09.2008,2,"We stayed at the Bernardin on the second week of a Slovenian holiday in August. The hotel is well situated with easy access to Piran. The Reception area is about the only 5 star aspect of the hotel. We booked a superior room and ended up on the first floor where every room is dark and denied a view due to trees. The other 88% of rooms appear to have uninterupted sea views. The reception staff were not at all helpful when we asked to change rooms, even less helpful when I asked to change some cash.There is a terrace bar with great views but staffed daily by the most miserable barman I have ever encountered, he put Victor Meldrew in the shade.The restaurant staff were very good, but as the food is a buffet service it soon got cold and if you wanted fish you had to be there within ten minutes of the place opening.The hotels private beach is a concrete affair with public access available at a fee so if you want a sunbed without any cushions you need to enter the battle of the towels before 8am. If you want a beach holiday Slovenia is not for you.This hotel pretends to be something it is not. The area is very touristy but Piran is beautiful and well worth a few days exploration."
31.08.2008,2,"This is not a five star or even a three star hotel in my opinion by Western Standards. We paid 350 Euros for one night for a ""Junior Suite"" which was a regular hotel room with an adjoining room with only a sleeper sofa and a cot. In its heyday (probably when it was still Yugoslavia) this was probably a very good hotel, and it compares favorably to Communist Country hotel's that I have stayed in the 80's. But Slovenia is a member of the E.U. and charges more than E.U prices, for basically what amounts to be a sub-mediocre room, with unextraordinary sea views, in a tacky location. The bed was really squishy too. I even commented to my wife that the Red Roof Inn has better rooms than this place (really). This was very disappointing (we knew better than perhaps some of the other reviewers on the board about what we should expect since we have vacationed multiple times in Croatia (Dalmatia) and the location, people and hotels are incomparable. Sorry Portoroz and Slovenia."
28.08.2008,4,"We have just stayed a week in this lovely hotel with our two children aged 9 and 14. Not many activities for them, but they enjoyed the food and fantastic private beach with the lovely clear waters of the Adriatic - both our kids are great swimmers.The hotel is in a fantastic location - all the rooms have the most fab sea views - you can see Croatia and Italy (and the Alps on a clear day). Rooms are on the small side for a 5* hotel, but are comfortable and clean (showers work well!).We stayed HB and found the food (buffet style) to be very good. Staff are polite and helpful, although their English is not great.Piran is amazing and only a 10 minute walk from hotel (or you can catch the park and ride bus close to the hotel - handy if weather is hot!). Piran is like a smaller version of Sienna.Area is very pretty - great cycle paths and walks. We hired a private speed boat and were taken along the coast - not cheap but WOW - well worth it to see this lovely stretch of coastline.I would recommend this hotel - clean with good food and it's location if fab."
16.07.2008,4,"We stayed in this hotel just for 2 days, for a weekend and actually we chose it following the advice of our friends. First of all the place is really beautiful, with beautiful clean Adriatic sea. The hotel has a good location and is near to the center of a city which you can reach just with 10 min of taxi. The stuff of hotel was also really friendly and helpfull. Our room was on the 9th floor with fantastic seaview. The room was big enough also with spacious balcony. In the wardrobe there were also bathrobes which you could put to go diretly to the beach. S[eaking about breakfast i can also say that it was rich, fresh and tasty: a lot of kinds of cheese, ham, vegetables, fruits, some kinds of pastry, dairy produts...ect.This hotel can be really good for people that are searching relax, there was also a possibility to make different kinds of massages, face cleaning, manicure and pedicure and other treatments at a really good price! Probably the only disadvantage of this hotel is that there is no outdoor swimming pool, there is 1 but that is for children and another thing is that the beach is too much small. Also can be a problem for small children to enter in the sea since the sea is stony and normally there are scales that take you directly inside water. For the rest I can say that i liked so much that hotel and if I'll come back to that place I know which hotel I'll choose. As for me that hotel has a really good combination of price and quality!"
23.07.2007,5,"Stayed at the Bernardin for a week in July, and found Slovenia very charming and quite sophisticated. I imagined it was a bit like a high class holiday in the 50's, with a dash of The Talented Mr Ripley scenery thrown in.I must admit we came through Portoroz by taxi when when we arrived and gave it a miss afterwards, as Piran was a tremendous wee place, and felt Portoroz looked a bit busier and touristy. The Bernardin is about 10 minutes walk from Piran and it's a pleasant walk along the promenade. The hotel itself is mixture of 5 star and 3 star. The rooms are nice enough but relatively basic, but this is balanced by the fantastic unobstructed views from the balconies with the coast of Croatia to the left and Italy to the right. Once all the boats start to-ing and fro-ing at the weekend it really is quite spectacular. We had booked half board and although the food was OK we decide to eat out in Piran for most of the week as the hotel restaurant was inside and a wee bit stuffy although I understand you could have used some of the restaurants at the other hotels in the Bernardin complex at Hotel Histrion like the Barca. Breakfast was ok, with a massive range of buffet food geared more towards other Europeans, of which Italians were by far the more prominent numbers. The Grand Cafe is very grand and has spectacular views. The hotel is very quiet even though it's pretty large, and the private lido-type promenade always seemed to have tons of loungers , so theres no problem getting on and the space is large at the front of the hotel. Even though there was no beach it was very nice and would be safe for kids as the hotel has it's own lifeguards. The Histrion Hotel has a dedicated water park for kids so may be the best option for families, but you had free entry as it was part of the complex. Restaurants are practically all fish or Italian in Piran, and steaks/meat dishes were very much in the minority on the extensive menu's. Chicken is a rarity apparently in Slovenia and lamb non-existent. Turkey and pork are the order of the day when it's not fish. Riva, Pavel 1 and 2 , Adriatic and Three Widows were all excellent.The staff were pleasant and helpful, and I found the Slovenian people overall exceptionally polite and willing to assist.Overall, I thoroughly enjoyed our stay and would pitch the hotel at 4 star quality. I would have no hesitation staying here again, and though the was a conference on whilst we were there didn't find it at all problematic, as it probably meant that the facilities were quiter as the delegates were busy elsewhere."
14.07.2007,4,"We have just spent 3 days in Grand Hotel Bernardin in Portoroz. The architecture of the hotel is great, hotel is clean, the beach is great, but the rooms are rather small for a 5* hotel. GH Bernardin is located in a Hoteli Bernardin complex just between Portoroz and Piran. The complex has an excellent restaurant called Barka, which serve excellent mediterranean food for decent prices."
10.07.2007,4,"We were here primarily for a conference and this seems to be where the hotel has positioned itself. This could be a problem for regular private guests as the lifts get clogged frequently as the conference facilities are split between the ground and 11th floors. Also, when we were there, another meeting was in progress and we were blocked from using hotel walkways and stairs by burly security men who made us feel quite unwelcome.The location is excellent and the sea views from the rooms outstanding. The ocean front area for sunbathing is pleasant, but there is the usual jockeying for location by reserving with towels quite early in the morning. The Hotel makes no attempt to sell drinks or provide any service at the sunbathing area which I found strange for a 5* hotel - they are missing a lot of sales, and causing inconvenience. There is a snack bar but the staff seemed very overworked and no waiting service is provided.The room was clean and modern - bathroom rather small. The worst part was the breakfast - the bacon had to be the worst I have ever seen - microwaved fat! and no one to cook eggs - again poor for a 5* hotel.I thought the staff were generally excellent, helpful and friendly. on balance, thumbs up, but please improve the shoddy breakfast performance. Would I go again as a conference delegate, YES. Would I go for a private holiday, probably NO.(Too many conference attendees, badged and clutching laptops!!)."
2.03.2015,5,"This time we just went there to have a coffe on the terrace of this hotel. This is the most beautifull terrace at the Slovenian cost. With a fantastic view. You can just seat there in peace and enjoy the view.Service is also great, very nice and kind waitress, good coffee.I really like coming back every time I can. And I cannot wait the next time.My favorite place."
28.01.2015,5,"excellent hotel in portorose,we stayed there in may,was a fantastic week end.the first thing i liked was the fantastic view on the sea.room very big and clean,staff was very helpfull .there is also a big casino downside.5 stars."
7.01.2015,4,"Hotel is located at the northern tip of Portorož (a bit far from centre) and has a stunning view, specialy if you are lucky enough to get upper floor room.Funny thing with this hotel is that reception - ""ground floor"" is actually on the top of hotel. it is because hotel itself is on the hill, and goes all the way down to the sea level. I stayed in hotel in November, and it was quite nice stay overall. Hotel staff are very easygoing and kind, but professional in the same time, food is good and breakfast choice was ok.Room equipment and whole feeling was not up to 5* standards (rather old rooms that would need refurbishment in following days, old small tv with not so much tv channels,...), i had hmmmm... somewhat 80s feeling inside. But, maybe it's just my point of view. Wifi in my room didnt work, in the lobby it was ok. Lobby is very large, seems too big in fact. Bar is good with good atmosphere, i didn't have the chance to try out the pool, which was on level 9.All in all, when you compare pros and cons, its a good hotel with affordable price."
10.12.2014,5,"I stayed in this hotel 2 nights during end of May '14. wonderful location, breathtaking view. reception in the top and the floors go down to the beach. Excellent service, rooms are small but clean. One must visit in a life time."
30.10.2014,4,Hotel is in nice place and most of the things are OK. Maybee rating of the hotel sets expectations of more that you will receive. Food is fair and staff also in similar level. management should do something more to raise service up where should belong.
23.10.2014,4,"This is one of the finest hotels in slovenian coast...it is placed on the clif and you arrive at the top floors and rooms are below the Reception. The view is magnificent, the pool is small, cosy but just for max 20 people. One of the minuses are the rooms, which are not big enough for 5*, the toilet is nice but not enough for 5*, the beach is also not so good, not even close to beach that 5* hotel should have..."
19.10.2014,3,"I spend there three night son December due to a Congress and everything looked as if the hotel was only open for our group, which was not as big as the hotel. So I dela a little bit out of place there. It might be great in the summer... Price was too expansiva for what we got."
8.10.2014,4,We were here on Our Tour of Venice. Great place on Seashore. A perfect weekend retreat and also a pivotal place for Slovenia tour. Great Sunset and sunrise moods around. Piran tour is a moening walk and evening walk tour with enjoyable Sunset hues.Rooms were well appointed staffsstaffs were very warm and particular. Foods were lipsmacking. We enjoyed Our stay in a great note. Every evenings were great.
1.10.2014,3,"It would get a higher rating if it didn't advertise itself as a 5 star property and didn't charge 5 star prices. Everyone is very efficient and friendly, but things are rather worn. The carpet in our room had been well worn. Also, the gym (or rather what they claim is a gym) is a small forgotten space with some communist era machines. Skip. Also, if you come during a conference, expect long waits for one of only three elevators.Don't expect much space in the rooms. Our Jr. Suite cabin for our cruise was larger with a bigger bathroom and a walk-in closet. This room had no such thing. At least it had a mini-fridge. Only one person at a time in the bathroom.The best thing about the property is the view. And since you are paying for it, get one as high as possible. 9th is the top floor for rooms. Breakfast is on the 10th. Lobby is on the 11th.Tip: The soap in the bathroom is vegetable soap and disintegrates quickly. Ask for extra."
1.10.2014,4,"View is excellent, all rooms are ocean view. All staffs are courteous, professional and effective. Prompt services were provided.Convention center is also new and beautiful. Only problem was elevator-as only 2 available for guests, so too crowded and busy when those meetings at convention center started/end.Business lunches were fairly priced and quality of food was good.I believe most of guests were seniors. You can walk or take a bus to Piran, old town at the tip?of peninsula."
